"About the data: Exported on Jan 05, 2021. Criteria: Text - 'kyambogo' in full data. © 2021 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
4,pub.1092534072,10.1016/j.lithos.2017.10.023,,,Xenoliths from Bunyaruguru volcanic field: Some insights into lithology of East African Rift upper mantle,"The mineral composition of mantle xenoliths from kamafugites of the Bunyaruguru volcanic field has been determined. The major and some trace elements (Si, Ti, Al, Fe, Mn, Mg, Ca, Na, K, Cr, Ni, Ba, Sr, La, Ce, Nd, Nb) has been analyzed in olivine, clinopyroxene, phlogopite, Cr-spinel, titanomagnetite, perovskite and carbonates of xenoliths and their host lavas. Bunyaruguru is one of three (Katwe-Kikorongo, Fort Portal and Bunyaruguru) volcanic fields included in the Toro-Ankole province located on the North end of the West Branch of the East African Rift. The xenoliths from three craters within the Bunyaruguru volcanic field revealed the different character of metasomatic alteration, reflecting the heterogeneity of the mantle on the kilometer scale. The most unusual finding was composite glimmerite-wehrlite xenolith from the crater Kazimiro, which contains the fresh primary high-Mg olivine with inclusions of Cr-spinel that had not been previously identified in this area. The different composition of phenocryst and xenolith minerals indicates that the studied xenoliths are not сumulus of enclosing magma, but the composition of xenoliths characterizes the lithology of the upper mantle of the area. The carbonate melt inclusions in olivine Fo90 demonstrate the existence of primary carbonatitic magmas in Bunyaruguru upper mantle. The results of texture and chemical investigation of the xenolith minerals indicate the time sequence of metasomatic alteration of Bunyaruguru upper mantle: MARID metasomatism at the first stage followed by carbonate metasomatism. The abundances of REE in perovskites from kamafugite are 2–4 times higher than similar values for xenolith. Therefore the kamafugite magma was been generated from a more enriched mantle source than the source of the xenoliths. The evaluation of P-T conditions formation of clinopyroxene xenolith revealed the range of pressure 20–65kbar and the temperatures range 830–1040°C. The pressure of clinopyroxene phenocryst crystallization differs from pressure of formation the xenoliths clinopyroxene: it may be higher or lower of it. The results of our investigation have shown that olivine can play a noticeable role in the lithology of the upper mantle Bunyaruguru volcanic field.",,Lithos,,,2018-01,2018,296,,17-36,Closed,Article,"Muravyeva, N.S.; Senin, V.G.","Muravyeva, N.S. (Vernadsky Institute of Geochemistry and Analytical Chemistry RAS, Kosygin st. 19, Moscow 119991, Russia); Senin, V.G. (Vernadsky Institute of Geochemistry and Analytical Chemistry RAS, Kosygin st. 19, Moscow 119991, Russia)","Muravyeva, N.S. (V.I. Vernadsky Institute of Geochemistry and Analytical Chemistry)","Muravyeva, N.S. (V.I. Vernadsky Institute of Geochemistry and Analytical Chemistry); Senin, V.G. (V.I. Vernadsky Institute of Geochemistry and Analytical Chemistry)",4,3,,1.4,,https://app.dimensions.ai/details/publication/pub.1092534072,04 Earth Sciences; 0403 Geology,
0,pub.1119791808,10.14201/gredos.139730,,,O papel dos atores nas parcerias entre universidades europeias e subsahariana no desenvolvimento em contexto do século XXI,,,,,,2018-01,2018,,,,"All OA; Green, Accepted & Submitted",Article,"dos Santos Oliveira, Lúcia Susana Peixoto","dos Santos Oliveira, Lúcia Susana Peixoto ()",,"dos Santos Oliveira, Lúcia Susana Peixoto ()",0,0,,,https://gredos.usal.es/bitstream/10366/139730/1/ECYT_Oliveira_Papeldosatores.pdf,https://app.dimensions.ai/details/publication/pub.1119791808,,
4,pub.1106251824,10.4172/2155-6199.1000448,,,Bioremediation of Tannery Effluents for Sustainable Production of Leather in Uganda: Literature Review,"Tannery industry in Uganda has to comply with both local and international environmental standards if it is to remain sustainable. Failure to comply with the local and international environmental standards, this industry will have three fates in the country: first, hides and skins will either be half processed or exported in raw form; second, tannery waste effluents will escape to the environment beyond permissible levels, posing a risk to aquatic life and human health and safety in the country; third, exporting raw hides and skins due to fear of the closure of full operation as they fail to meet compliance requirements for the tannery effluents in the country. This results into donating jobs and other products of hides and skins We propose the in-depth study of the suitability of bioremediation technology as a possible sustainable treatment technology for tannery effluents which unfortunately is not properly documented in the country. Bioremediation of tannery effluents method has fully been documented by 5,800 researchers as shown in the google scholar search engine, indicating that it serves as a better method for treatment of tannery waste because of being environmentally friendly.'",,Journal of Bioremediation & Biodegradation,,,2018,2018,9,4,1-7,All OA; Gold,Article,"Kiraye, Michael; Wanasolo, William; Nalwanga, Rosemary; Mwinyihija, Mwinyikione","Kiraye, Michael (); Wanasolo, William (); Nalwanga, Rosemary (); Mwinyihija, Mwinyikione ()",,"Kiraye, Michael (); Wanasolo, William (); Nalwanga, Rosemary (); Mwinyihija, Mwinyikione ()",0,0,,0.0,https://doi.org/10.4172/2155-6199.1000448,https://app.dimensions.ai/details/publication/pub.1106251824,0605 Microbiology; 06 Biological Sciences,12 Responsible Consumption and Production
3,pub.1107683452,10.4236/ce.2018.913141,,,Bridging Ugandan Graphic Design Courses Closer to Chinese and Western Education Standards,"Graphic design education in the West and China is at a more modern and specialised level than Uganda. This situation ensures that Western and Chinese graphic design students get better employment and job security compared to Ugandan design students. Ugandan education systems need to invest in early-age studies in order to create better chances for future graphic design students to get employment and become investors in this field. This paper discusses comparisons amongst Western, Chinese and Ugandan education systems and give suggestions on how to bridge the gaps. It concludes by suggesting how direct and indirect changes may advance the future job opportunities of graphic design students in Uganda with examples from China and the West.",,,,,2018,2018,09,13,1931-1944,All OA; Gold,Article,"Kategaya, Nsiima Juliet","Kategaya, Nsiima Juliet ()",,"Kategaya, Nsiima Juliet ()",0,0,,0.0,http://www.scirp.org/journal/PaperDownload.aspx?paperID=87849,https://app.dimensions.ai/details/publication/pub.1107683452,1303 Specialist Studies In Education; 1302 Curriculum and Pedagogy; 13 Education,8 Decent Work and Economic Growth; 4 Quality Education
3,pub.1103580944,10.2139/ssrn.3155028,,,Personal Characteristics as Predictors of Employee Commitment of Academic Staff in Universities in Uganda: A Test of Social Identity Theory,"The study sought to examine the extent to which seven personal characteristics, namely age, sex, highest level of education attained, marital status, length of service and position in the hierarchy and self-efficacy, were predictors of employment commitment. The cross sectional-correlational study involved 301 respondents from seven universities in Uganda. Data were collected using a questionnaire whose validity and reliability were tested using factor analysis and Cronbach alpha respectively. Percentages and means were used for descriptive analysis, while multiple regression with dummies was used for inferential analysis to test the hypotheses. Results showed that while age, education level, (single) marital status, length of service and self-efficacy were significant predictors of employee commitment, sex and positions in the hierarchy were not. Pertinent conclusions were made and hence the recommendations to the effect that the directorates of human resource in the respective universities, should encourage retention of long serving staff, support staff to further their education, support their families and develop staff self-efficacy to enhance their employment commitment.",,SSRN Electronic Journal,,,2018,2018,,,,"All OA; Green, Accepted & Submitted",Preprint,"Wilson, Mugizi; Bakkabulindi, Fred E. K.","Wilson, Mugizi (Kampala International University - Faculty of Humanities and Education); Bakkabulindi, Fred E. K. (Makerere University - East African School of Higher Education Studies and Development)",,"Wilson, Mugizi (); Bakkabulindi, Fred E. K. ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1103580944,17 Psychology and Cognitive Sciences; 1701 Psychology,4 Quality Education
3,pub.1105127137,10.1039/c8se00231b,,,Lignosulfonate biomass derived N and S co-doped porous carbon for efficient oxygen reduction reaction,"N and S co-doped porous carbon was synthesized by annealing a cheap precursor of biomass for efficient oxygen reduction electrocatalysis.
Finding sustainable, active, inexpensive, and stable electrocatalysts to replace Pt-based materials for the oxygen reduction reaction (ORR) remains a significant challenge. Here we report the use of functionalized lignin biomass as both carbon and dopant source for the direct synthesis of N and S dual-doped carbon sheet networks with abundant mesopores and high surface area. The resulting N and S-doped porous carbon exhibits good activity, long-term durability, and high selectivity for metal-free oxygen reduction electrocatalysis, approaching the performance of 20 wt% Pt/C, the state of the art ORR catalyst. Our method using natural biological resources thus offers a promising way to produce very promising noble metal-free ORR catalysts with potential application in alkaline fuel cells and metal–air batteries.","This work was supported by the State Key Laboratory of Organic–Inorganic Composites (No. oic-201503005); the National Key Research and Development Program of China (2017YFB0306800); the 111 project (B13005); the Fundamental Research Funds for the Central Universities (No. buctrc201525); Beijing National Laboratory for Molecular Sciences (BNLMS20160133); State Key Laboratory of Separation Membranes and Membrane Processes (Tianjin Polytechnic University, No. M2-201704). Justus Masa acknowledges support from The World Academy of Sciences (TWAS), Grant number: 16-072 RG/CHE/AF/AC_I – FR3240293327.",Sustainable Energy & Fuels,,,2018,2018,2,8,1820-1827,Closed,Article,"Zhang, Mingli; Song, Yanliang; Tao, Hengcong; Yan, Chao; Masa, Justus; Liu, Yongchao; Shi, Xiaoyou; Liu, Shizhen; Zhang, Xu; Sun, Zhenyu","Zhang, Mingli (State Key Laboratory of Organic–Inorganic Composites; Beijing University of Chemical Technology; Beijing 100029; China); Song, Yanliang (Beijing Key Lab of Bioprocess; College of Life Science and Technology; Beijing University of Chemical Technology; Beijing 100029; China); Tao, Hengcong (State Key Laboratory of Organic–Inorganic Composites; Beijing University of Chemical Technology; Beijing 100029; China); Yan, Chao (School of Material Science & Engineering; Jiangsu University of Science and Technology; Zhenjiang 212003; China); Masa, Justus (Analytische Chemie-Elektroanalytik & Sensorik; Ruhr-University Bochum; 44780 Bochum; Germany; Department of Chemistry); Liu, Yongchao (School of Material Science & Engineering; Jiangsu University of Science and Technology; Zhenjiang 212003; China); Shi, Xiaoyou (Beijing Key Lab of Bioprocess; College of Life Science and Technology; Beijing University of Chemical Technology; Beijing 100029; China); Liu, Shizhen (State Key Laboratory of Organic–Inorganic Composites; Beijing University of Chemical Technology; Beijing 100029; China); Zhang, Xu (Beijing Key Lab of Bioprocess; College of Life Science and Technology; Beijing University of Chemical Technology; Beijing 100029; China); Sun, Zhenyu (State Key Laboratory of Organic–Inorganic Composites; Beijing University of Chemical Technology; Beijing 100029; China)",,"Zhang, Mingli (Beijing University of Chemical Technology; Beijing University of Chemical Technology); Song, Yanliang (Beijing University of Chemical Technology); Tao, Hengcong (Beijing University of Chemical Technology; Beijing University of Chemical Technology); Yan, Chao (Jiangsu University); Masa, Justus (Ruhr University Bochum); Liu, Yongchao (Jiangsu University); Shi, Xiaoyou (Beijing University of Chemical Technology); Liu, Shizhen (Beijing University of Chemical Technology; Beijing University of Chemical Technology); Zhang, Xu (Beijing University of Chemical Technology); Sun, Zhenyu (Beijing University of Chemical Technology; Beijing University of Chemical Technology)",9,9,,2.27,,https://app.dimensions.ai/details/publication/pub.1105127137,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),7 Affordable and Clean Energy
2,pub.1101260419,10.4236/fns.2018.92012,,,Lipid Lowering Potential of <i>Malakwang</i> (<i>Hibiscus</i>) Species Leaf Extract in Hyperlipidaemia-Induced Rats,"Malakwang (Hibiscus species) is a common vegetable regularly used in the diet and traditional health care support in Uganda. In this study, the efficacy of malakwang leaf extract as a potential regulator of serum lipids, urea and creatinine was investigated in hyperlipidemic rats. Forty two albino rats were arranged randomly into seven groups of six and fed with diets. The groups were categorised into four experimental and three control groups. The rats in the experimental groups were fed on high fat diets containing different amounts of leaf extract from red and white malakwang variants. Control groups were fed on diets devoid of malakwang: a basic standard rat diet; high fat diet; and high fat with atorvastatin. The diets were administered daily and rat weight determined. On the last day, blood was drawn from the rats and the serum analysed for lipids, creatinine and urea using spectrophotometric techniques. Statistical analysis was used to estimate mean differences in weight and concentration of the biochemical parameters between experimental and control groups. Results indicated a decrease in weight gained up to the fourth week in rats fed on the high fat diet with malakwang leaf extract. There was a significant difference in the levels of low density lipoprotein cholesterol (p < 0.05), with lower levels in rats fed on 200 mg/kg red and 400 mg/kg white malakwang leaf extract. No significant change was noted in total cholesterol and triglycerides. Whereas there was a higher level of serum creatinine with the two malakwang variants (p < 0.05), serum urea levels were significantly lower. Leaf extracts of both red and white malakwang (Hibiscus) exhibited capacity to reduce low density lipoprotein cholesterol, maintained serum urea but not creatinine. This may offer prospects for using malakwang in the dietary approaches to address public health concerns linked to high level of cholesterols.",,Food and Nutrition Sciences,,,2018,2018,09,02,145-159,All OA; Gold,Article,"Ojera, Gertrude M. Alal; Byaruhanga, Yusuf B.; Magala-Nyago, Christine; Muyanja, Charles M. B. K.","Ojera, Gertrude M. Alal (); Byaruhanga, Yusuf B. (); Magala-Nyago, Christine (); Muyanja, Charles M. B. K. ()",,"Ojera, Gertrude M. Alal (); Byaruhanga, Yusuf B. (); Magala-Nyago, Christine (); Muyanja, Charles M. B. K. ()",1,1,,0.47,http://www.scirp.org/journal/PaperDownload.aspx?paperID=82747,https://app.dimensions.ai/details/publication/pub.1101260419,1111 Nutrition and Dietetics; 11 Medical and Health Sciences,
1,pub.1111339662,10.2139/ssrn.3304797,,,Corporate Governance and the Sustainability of Universities in Anglican Church in Uganda,"The thesis of this paper was that whereas the Anglican Church in Uganda has done well to establish universities, there is need to do more in terms of corporate governance. The paper outlines that facts that the Church been in involved in education for a long term. It introduced schools in the country. It has a bureaucratic model of governance the functions of a university council are stated and the challenges that universities are grappling with. In view of all the above issues, this paper has proposed a consortium corporate governance for the Anglican universities in Uganda. Furthermore, it has also been suggested that for better training people for the ordained ministry, theological training of ordinands be relocated to Namugongo Martyrs Seminary. Universities should remain for those who want to pursue advanced academic programmes.",,SSRN Electronic Journal,,,2018,2018,,,,"All OA; Green, Accepted & Submitted",Preprint,"Mande, Wilson","Mande, Wilson (Nkumba University)",,"Mande, Wilson (Nkumba University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1111339662,18 Law and Legal Studies; 1801 Law,
1,pub.1101282994,10.2139/ssrn.3120579,,,What Can We Learn From the Uganda Revenue Authority’s Approach to Taxing High Net Worth Individuals?,"Wealthy people contribute a significant share of the total revenue collected through personal income tax (PIT) in high-income countries. This is not the case in most low-income countries, where the bulk of revenue from PIT is collected from people who are in formal employment, especially in the public sector. In most cases, PIT is collected by employers and remitted to the tax authority. The problem is not an absence of laws providing for the taxation of wealthy individuals (commonly referred to as High Net Worth Individuals (HNWIs)). Rather, these laws are rarely implemented. On the one hand, this results in losses of income tax revenue, and, on the other, in severe inequity in the distribution of the tax burden. Successfully levying PIT on HNWIs requires a special organisational effort on the part of the tax authority.",,SSRN Electronic Journal,,,2018,2018,,,,"All OA; Green, Accepted & Submitted",Preprint,"Kangave, Jalia; Nakato, Suzan; Waiswa, Ronald; Nalukwago, Milly; Zzimbe, Patrick","Kangave, Jalia (Independent); Nakato, Suzan (Government of Uganda - Uganda Revenue Authority); Waiswa, Ronald (Lone international Development Agency (LiDA)); Nalukwago, Milly (Government of Uganda - Uganda Revenue Authority); Zzimbe, Patrick (Government of Uganda - Uganda Revenue Authority)",,"Kangave, Jalia (); Nakato, Suzan (); Waiswa, Ronald (); Nalukwago, Milly (); Zzimbe, Patrick ()",3,3,,4.79,,https://app.dimensions.ai/details/publication/pub.1101282994,18 Law and Legal Studies; 1402 Applied Economics; 1801 Law; 14 Economics,
1,pub.1106262943,10.17159/1996-2096/2018/v18n1a6,,,Implementing legal accountability to reduce maternal mortality and morbidity in Uganda,,,African Human Rights Law Journal,,,2018,2018,18,1,123-145,All OA; Gold,Article,"Agaba, Daphine Kabagambe","Agaba, Daphine Kabagambe (University of the Western Cape, South Africa)",,"Agaba, Daphine Kabagambe (University of the Western Cape)",0,0,,0.0,http://www.scielo.org.za/pdf/ahrlj/v18n2/08.pdf,https://app.dimensions.ai/details/publication/pub.1106262943,16 Studies in Human Society; 18 Law and Legal Studies; 1602 Criminology; 1801 Law,
0,pub.1110358132,10.28925/2226-3012.2018.7.1521,,,To the problem of humanization of educational space of modern ukrainian school.,OŚWIATOLOGIA/ОСВІТОЛОГІЯ,,Osvitolohiya,,,2018,2018,,7,15-21,All OA; Gold,Article,"Kravets, Volodymyr; Kikinezhdi, Oksana; Shulha, Iryna","Kravets, Volodymyr (Ternopil Volodymyr Hnatiuk National Pedagogical University); Kikinezhdi, Oksana (Doctor of Psychology, professor, Head of the Psychology Department in Ternopil Volodymyr Hnatiuk National Pedagogical University, Director of the Scientific Research Centre of the Problems of Gender Education and Upbringing Pupils and Students of NAPS of Ukraine – TNPU by Volodymyr Hnatiuk, Ternopil Volodymyr Hnatiuk National Pedagogical University); Shulha, Iryna (PhD in Pedagogy, Methodist of the Inclusive Resource Center, Assistant at the Department of Pedagogy and Educational Management, Ternopil Volodymyr Hnatiuk National Pedagogical University)",,"Kravets, Volodymyr (); Kikinezhdi, Oksana (); Shulha, Iryna ()",0,0,,,https://www.unicef.org/publications/files/Child_Friendly_Schools_Manual_EN_040809.pdf,https://app.dimensions.ai/details/publication/pub.1110358132,,
0,pub.1104458118,10.1057/978-1-349-95363-9,,,"Teacher Development and Teacher Education in Developing Countries, On Becoming and Being a Teacher","This book contributes to understanding of how individual teachers in developing countries grow and evolve throughout their careers. Based on the analysis of 150 autobiographies of teachers from a range of regions in the developing world including Central Asia, South Asia, East Africa and the Middle East, the author celebrates individual teachers’ voices and explores their narratives. What can these narratives tell us about ‘becoming’ and 'being’ a teacher, and the process of teacher development? What is different about ‘becoming’ and ‘being’ a teacher in the developing world? By analysing the distinct narratives, the author explores these central questions and discusses the implications for further teacher development and education in these regions. In doing so, she transforms teachers’ embodied knowledge into public knowledge, shining a light onto the challenges they face in the Global South and exploring how research can be advanced in the future. This uniquely researched book will be of interest and value to students and scholars of education in the developing world.",,,,,2018,2018,,,,Closed,Monograph,"Bashiruddin, Ayesha","Bashiruddin, Ayesha (Independent Educational Consultant, Miami, FL, USA)",,"Bashiruddin, Ayesha ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1104458118,1302 Curriculum and Pedagogy; 13 Education,4 Quality Education
0,pub.1092692296,10.1057/978-1-349-95297-7,,,Rural Development Planning in Africa,"This book applies a range of theories that focus on current concerns in rural Africa. The contributors lay out the conceptualization, analysis, methods, assumptions, perceptions, and ideas considered in each individual case. Specifically, this project inspires research in the field of rural development in Africa through multi-faceted endeavors that promote the ability of planning to uplift people’s well-being and quality of life.",,,,,2018,2018,,,,Closed,Edited Book,,,,,1,1,,0.55,,https://app.dimensions.ai/details/publication/pub.1092692296,1117 Public Health and Health Services; 11 Medical and Health Sciences,
0,pub.1090367941,10.1007/978-3-319-53703-0,,,"Education Law, Strategic Policy and Sustainable Development in Africa, Agenda 2063","This book outlines the findings and suggestions of the Law and Society Association’s International Research Collaborations, which focused on the African Union’s Agenda 2063. This outlined the ideal Africa aspired to by the year 2063: ‘the Africa we want’. The authors examine socio-economic rights issues and their impact on developing a strong educational agenda that can drive Africa to realize Agenda 2063. As Africa’s development has remained slow in the face of many challenges, the need to embrace good governance, rule of law and human rights obligations are major tools to realize the continent’s potential. The project focuses in particular on the central place of education law and policy in achieving the goals of Agenda 2063.",,,,,2018,2018,,,,Closed,Edited Book,,,,,2,1,,5.56,,https://app.dimensions.ai/details/publication/pub.1090367941,18 Law and Legal Studies; 1801 Law,"16 Peace, Justice and Strong Institutions; 4 Quality Education"
4,pub.1103784968,10.1080/14330237.2017.1399973,,,Self-regulated learning among teacher education students: Motivational beliefs influence on the use of metacognition,"In the present study, we examined the relationships between motivational beliefs (self-efficacy, task value, and control of learning beliefs) and use of metacognitive learning strategies among teacher education students in Uganda. The sample comprised of 649 students selected from seven universities. Data were collected using several scales from the modified Motivated Strategies for Learning Questionnaire, and analysed using Structural Equation Modelling. Task value and self-efficacy independently and significantly predicted students’ reported use of metacognition. Students’ self-reported self-efficacy and task value explained 38% of the variance in their use of metacognition. The evidence suggests interventions aimed at improving teacher education students’ metacognitive skills to focus on enhancing their efficacy and value beliefs.",,Journal of Psychology in Africa,,,2017-12-06,2017,27,6,515-521,Closed,Article,"Muwonge, Charles Magoba; Schiefele, Ulrich; Ssenyonga, Joseph; Kibedi, Henry","Muwonge, Charles Magoba (Department of Educational Foundations and Psychology, Mbarara University of Science and Technology, Mbarara, Uganda; Department of Educational Sciences, University of Potsdam, Potsdam, Germany, Correspondencecharles_muwonge2002@hotmail.co.uk, http://orcid.org/0000-0002-5736-3588); Schiefele, Ulrich (Department of Educational Sciences, University of Potsdam, Potsdam, Germany); Ssenyonga, Joseph (Department of Educational Foundations and Psychology, Mbarara University of Science and Technology, Mbarara, Uganda; Department of Psychology, University of Konstanz, Konstanz, Germany, http://orcid.org/0000-0001-7502-9527); Kibedi, Henry (Department of Psychology, Kyambogo University, Kyambogo, Uganda)",,"Muwonge, Charles Magoba (); Schiefele, Ulrich (University of Potsdam); Ssenyonga, Joseph (); Kibedi, Henry (Kyambogo University)",5,4,,2.14,,https://app.dimensions.ai/details/publication/pub.1103784968,17 Psychology and Cognitive Sciences; 1701 Psychology,4 Quality Education
1,pub.1085962445,10.1016/j.tourman.2017.06.005,,,Tourism and the refugee crisis in Greece: Perceptions and decision-making of accommodation providers,This paper focuses on the tourism impacts of the 2015–16 refugee crisis in Greece. It examines the implications of the related publicity for the perception of Greece and the expected reaction of inbound tourists; the way refugees are regarded from a security and cultural aspect; the interaction between refugees and host communities; and the decisions made by the Greek tourism accommodation sector to face the crisis. Using fuzzy-set Qualitative Comparative Analysis the paper employs a nationwide survey of 811 tourism accommodation managers. The results reveal three configurations explaining the decisions of respondents characterised by refugee-centric orientation; the emphasis on the visitors-locals nexus; and the host communities' behavioural impact on tourism. The paper also compares asymmetric with symmetric analysis highlighting the suitability of the former when dealing with complexity. The modelling exercise also steps forward from fit to predictive validity. The findings contribute to both managerial and methodological aspects of tourism.,,Tourism Management,,,2017-12,2017,63,,31-41,"All OA; Green, Accepted & Submitted",Article,"Pappas, Nikolaos; Papatheodorou, Andreas","Pappas, Nikolaos (Reader in Tourism, Hospitality & Events, Sunderland Business School, Department of Tourism Hospitality & Events, University of Sunderland, Sir Tom Cowie Campus, St. Peter's Way, SR6 0DD, Sunderland, UK); Papatheodorou, Andreas (Professor in Industrial and Spatial Economics with Emphasis on Tourism, Department of Business Administration, University of the Aegean, Chios, 82 132, Greece)","Papatheodorou, Andreas (University of the Aegean)","Pappas, Nikolaos (University of Sunderland); Papatheodorou, Andreas (University of the Aegean)",36,26,,12.87,http://sure.sunderland.ac.uk/id/eprint/7340/3/TourismRefugee.pdf,https://app.dimensions.ai/details/publication/pub.1085962445,"1506 Tourism; 15 Commerce, Management, Tourism and Services",
13,pub.1093084218,10.1016/j.psychres.2017.11.067,29220680,,Adherence to physical activity recommendations and physical and mental health risk in people with severe mental illness in Uganda,"This study investigated cardio-metabolic risk factors among patients with severe mental illness who do or do not meet the recommendations of 150min per week of physical activity. A secondary aim was to assess whether those that do meet the recommendations report lower levels of mental health symptoms. 107 (60♀) Ugandan in- and outpatients (mean age=34.4 ± 9.7 years) with severe mental illness (depression=7, bipolar disorder=55, schizophrenia=45) completed the Physical Activity Vital Sign (PAVS) method and Brief Symptoms Inventory -18. Participants were also screened for abdominal obesity (waist circumference>90cm), overweight (body mass index≥25) and hypertension (systolic pressure≥140mmHg and/or diastolic pressure≥90mmHg).48.6% (n = 52) of patients met the physical activity recommendations as assessed by the PAVS method. 41.1% (n = 44) were overweight, 40.2% (n = 43) had abdominal obesity and 23.4% (n = 25) had hypertension. Those who did not meet the physical activity recommendations were significantly older, had a higher BSI-18 somatisation score, and had a higher risk of overweight [relative risk (RR) = 2.88, 95% confidence interval (CI) = 1.59-4.99], abdominal obesity (RR = 1.82, 95%CI = 1.13-2.93), and hypertension (RR = 2.16, 95%CI = 0.99-4.73). The PAVS is a feasible method of assessing physical activity among patients with severe mental illness in a low resource setting. The PAVS may have clinical utility for physical and mental health risk stratification.",None.,Psychiatry Research,,Adult; Bipolar Disorder; Cardiovascular Diseases; Depressive Disorder; Exercise Therapy; Female; Humans; Hypertension; Male; Middle Aged; Overweight; Patient Compliance; Risk Assessment; Schizophrenia; Somatoform Disorders; Uganda; Young Adult,2017-11-29,2017,260,,236-240,Closed,Article,"Vancampfort, Davy; Probst, Michel; Basangwa, David; De Hert, Marc; Myin-Germeys, Inez; van Winkel, Ruud; Ward, Philip B.; Rosenbaum, Simon; Mugisha, James","Vancampfort, Davy (KU Leuven Department of Rehabilitation Sciences, Tervuursevest 101, 3001 Leuven, Belgium; University Psychiatric Centre KU Leuven, Kortenberg, Belgium); Probst, Michel (KU Leuven Department of Rehabilitation Sciences, Tervuursevest 101, 3001 Leuven, Belgium); Basangwa, David (Butabika National Referral and Mental Health Hospital, Kampala, Uganda); De Hert, Marc (University Psychiatric Centre KU Leuven, Kortenberg, Belgium); Myin-Germeys, Inez (KU Leuven Centre of Contexual Psychiatry, Leuven, Belgium); van Winkel, Ruud (University Psychiatric Centre KU Leuven, Kortenberg, Belgium; KU Leuven Centre of Contexual Psychiatry, Leuven, Belgium); Ward, Philip B. (School of Psychiatry, UNSW, Sydney, Australia; Schizophrenia Research Unit, Ingham Institute of Applied Medical Research, Liverpool, Australia); Rosenbaum, Simon (School of Psychiatry, UNSW, Sydney, Australia; The Black Dog Institute, Randiwck, Australia); Mugisha, James (Butabika National Referral and Mental Health Hospital, Kampala, Uganda; Kyambogo University, Kampala, Uganda)","Vancampfort, Davy (KU Leuven; KU Leuven)","Vancampfort, Davy (KU Leuven; KU Leuven); Probst, Michel (KU Leuven); Basangwa, David (); De Hert, Marc (KU Leuven); Myin-Germeys, Inez (KU Leuven); van Winkel, Ruud (KU Leuven; KU Leuven); Ward, Philip B. (UNSW Sydney; Ingham Institute); Rosenbaum, Simon (UNSW Sydney; Black Dog Institute); Mugisha, James (Kyambogo University)",2,1,0.0,0.88,,https://app.dimensions.ai/details/publication/pub.1093084218,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,
4,pub.1092749837,10.1007/978-1-4939-7328-6_18,,,Community-Based Rehabilitation for Human Development in Sub-Saharan Africa,"Disability is one of the most prevalent of human conditions in sub-Saharan Africa (SSA), with at least 15 million people (or 15% of the population) living with significant functional limitations and restrictions to full community participation. Community-based rehabilitation (CBR) is a procedure and tool for sustainable and equitable human development in the SSA region. It prioritizes the active involvement of those with a disadvantage in constructing and enacting solutions for their self-identified issues. As a process, CBR applies a human rights-oriented approach to human development in which addressing disadvantage from any cause with those most directly affected respects their essential worth and dignity as persons or communities. As a tool for human development, CBR has been applied toward enabling the full participation of people with disability and disadvantage across the spectrum of community living supports of health, education, livelihoods, social well-being, and decision empowerment. The more successful of CBR for human development initiatives in the SSA are those supported by national policies, civic community organizations, and with strong local community leadership. CBR remains the most viable instrument for human development support in the SSA region.",,,Handbook of Applied Developmental Science in Sub-Saharan Africa,,2017-11-18,2017,,,335-345,Closed,Chapter,"Mpofu, Elias; Levers, Lisa Lopez; Makuwira, Jonathan; Mpofu, Kumbirai; Mamboleo, George","Mpofu, Elias (Faculty of Health Sciences, University of Sydney, 2006, Sydney, NSW, Australia); Levers, Lisa Lopez (Department of Counseling, Psychology and Special Education, Duquesne University, 15282, Pittsburgh, PA, USA); Makuwira, Jonathan (Department of Development Studies, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa); Mpofu, Kumbirai (Department of Teaching and Education, Western Sydney University, 2150, Bankstown, NSW, Australia); Mamboleo, George (Department of Counseling, Rehabilitation Counseling, and Counseling Psychology, West Virginia University, 26506, Morgantown, WV, USA)","Mpofu, Elias (University of Sydney)","Mpofu, Elias (University of Sydney); Levers, Lisa Lopez (Duquesne University); Makuwira, Jonathan (Nelson Mandela University); Mpofu, Kumbirai (Western Sydney University); Mamboleo, George (West Virginia University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1092749837,1608 Sociology; 16 Studies in Human Society,4 Quality Education
